src_uid,dst_uid,relation_type,relative_revenue,relative_revenue_percentage,depth,direction
19f1c551-d50b-5d80-b7ac-b74f597bb831,85e4160c-0b5a-5cbf-9659-8687c2a52794,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,933dc7d7-b47f-57e3-aac2-f95f877b76e9,Supplier,,11.56,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,9807a941-7995-5fc9-bc7c-18ce03140adc,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,9c742776-5103-5111-955b-5503a29055ec,Supplier,20.4,5.7,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,9d4fcb82-1e25-50b0-9aa4-05f759391a7f,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,a479b718-6184-5767-ba7f-defdea4763f2,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,b88b2a73-2e3d-5705-a8c5-23d7ea381195,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,c189d715-420d-5852-a6f9-5c29a3a330f8,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,c8e2a6c5-3f5b-5bb8-b184-4d1f3b89994b,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,c3a0209f-75b3-51f1-85eb-b5702a5fad01,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,fb687575-6650-57bf-b592-f7bdc87080e9,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,ff4fb684-d5ac-56c6-8acb-3fec03347bf0,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,05e982f5-c54e-58ac-9424-8d8e5f7e08e6,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,03fe5467-ff4c-585e-a021-cb2aa88c3b26,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,1bc9dc46-2681-5318-95e5-413ad2c0f245,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,3a0dc1e8-d8e5-57d4-8490-fb886c9284f7,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,3fa3cfe0-0249-5cc2-8b96-1e4e602bec5e,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,4fc03988-f7d6-5cf8-a875-e2db33f28e8b,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,664fb275-9ed6-5ee0-bea3-9d01fddca4ec,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,78433285-7e41-5ef8-96e4-109e09cadab3,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,c1bfc852-c449-527e-88cd-e746a2a97855,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,c6102f61-77c2-50f1-9aa9-9e2ec216e8e5,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,e5de7df1-48e0-5415-83ec-3a4fbefcfd43,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,ecae8f2c-da60-561e-82ac-2fb1bac67bc7,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,05f40cf4-55a7-59db-857a-34e2497d96ae,Supplier,,,2,suppliers
19f1c551-d50b-5d80-b7ac-b74f597bb831,20f94929-ac13-537c-8ef1-03052a201f45,Supplier,,,2,suppliers
